"Project.Name","Out.Degrees","In.Degrees"
"mles",4,0
"mles-client",12,0
"mles-utils",13,2
"mli_mep",5,0
"mlzlog",6,0
"mm_client",10,0
"mm_image",1,1
"mm_video",12,0
"mmalloc",1,0
"mmap",2,12
"mmap-alloc",6,4
"mmap-fixed",4,1
"mmc-sys",1,0
"mmdevapi-sys",1,0
"mml",7,0
"mmtf",9,0
"mnemonic",2,0
"mnist",2,1
"mnt",1,2
"mob",10,0
"mob_server",13,1
"moby-name-gen",1,0
"mock_derive",3,0
"mock_me",1,0
"mock_me_test_context",1,1
"mock-it",1,0
"mockers",1,1
"mockers_codegen",5,2
"mockers_derive",3,0
"mockers_macros",2,1
"mockito",11,14
"mockstream",0,2
"mocktopus",1,0
"mocktopus_macros",2,1
"mockup_hal",2,0
"mod_exp",1,0
"mod-exp-unsigned",1,0
"modbus",11,0
"modbus-test-server",1,1
"moderato",3,0
"modesetting",4,0
"modexp",1,0
"modifier",1,8
"modinsert",1,0
"modint",2,0
"modinverse",1,0
"modulo",0,1
"moho",7,0
"mold2d",4,0
"mon",15,0
"mon-artist",8,0
"monad",3,1
"mond",3,1
"moneyforward-invoice-api",10,0
"monger",8,0
"mongo_driver",5,2
"mongo_oplog",5,0
"mongo_rub",8,0
"mongo-rs",2,0
"mongo-sys",1,1
"mongoc-sys",3,1
"mongodb",20,6
"mongoloid",7,0
"monilog",3,0
"monitor",1,0
"monitor_rs",1,0
"monkeys",1,0
"monocypher",3,0
"monocypher-sys",1,1
"monoid",1,0
"monotone",8,1
"monotone-cli",9,0
"monster",1,1
"monstrio",5,0
"monto",23,0
"monzo",12,0
"moonlander-gp",4,0
"moore",12,0
"moore-common",5,7
"moore-svlog",6,2
"moore-svlog-hir",3,1
"moore-svlog-syntax",4,2
"moore-vhdl",9,1
"moore-vhdl-syntax",4,1
"mopa",0,10
"morocco",7,0
"morph",7,0
"morphism",0,4
"morq",1,0
"mort",2,0
"morton",1,0
"mos6502",3,0
"mosh-server-upnp",2,0
"mosquitto",1,0
"mosquitto-sys",1,1
"moss",2,0
"mostinefficientsha",3,0
"mote",4,0
"mould",7,3
"mould-auth",4,0
"mould-file",2,0
"mould-nfd",3,0
"mount",3,28
"mount_status_monitor",9,0
"mousemove",2,0
"moving_avg",1,0
"mowl",4,6
"moz-cheddar",4,3
"mozangle",3,0
"mozilla-ca-certs",3,1
"mozjpeg-sys",4,1
"mozjs",6,1
"mozjs_sys",2,1
"mozprofile",3,3
"mozrunner",3,2
"mozversion",3,0
"mp3-duration",1,0
"mp3-metadata",2,2
"mp4parse",10,4
"mp4parse_capi",8,0
"mpack",1,1
"mpc",1,0
"mpd",5,0
"mpeg_encoder",2,2
"mpeg2ts",3,1
"mpeg2ts-reader",9,2
"mpegts",2,0
"mpfr",3,0
"mpfr-sys",1,1
"mpg123-sys",3,2
"mpi",8,0
"mpi-sys",3,1
"mpid_messaging",7,2
"mpq",5,0
"mpr-sys",2,1
"mprapi-sys",1,0
"mpris",5,0
"mprsnap-sys",1,0
"mpv",5,2
"mpvipc",2,0
"mpw",4,0
"mpw-rs",7,0
"mqoa-sys",1,0
"mqrt-sys",1,0
"mqtt",13,0
"mqtt-protocol",8,1
"mqtt3",1,2
"mqtt311",1,0
"mqttc",6,1
"mrh",11,0
"mri-sys",1,1
"mrkl",7,0
"mrusty",4,1
"ms3d",3,0
"msaatext-sys",1,0
"msacm32-sys",1,0
"mscms-sys",1,0
"mscoree-sys",1,0
"mscorsn-sys",1,0
"msctfmonitor-sys",1,0
"msdasc-sys",1,0
"msdelta-sys",1,0
"msdmo-sys",1,0
"msdos_time",3,1
"msdrm-sys",1,0
"mse_fmp4",4,0
"msg",1,0
"msgbox",3,0
"msgp",0,1
"msgp-abi",2,0
"msgpack-cli-viewer",2,0
"msgpacknet",5,0
"msi",7,1
"msi_keyboard",1,0
"msi_klm",4,0
"msi-sys",1,0
"msimg32-sys",1,0
"msp430",1,3
"msp430-rt",4,2
"msp430g2211",4,0
"msp430g2553",4,0
"msp432p401r",4,0
"mspatcha-sys",1,0
"mspatchc-sys",1,0
"mspbase-sys",1,0
"msports-sys",1,0
"msql-srv",8,0
"msrating-sys",1,0
"mss_saliency",2,0
"mstask-sys",1,0
"msv1_0-sys",1,0
"msvfw32-sys",1,0
"mswsock-sys",1,0
"msxml2-sys",1,0
"msxml6-sys",1,0
"mtbl",5,1
"mtbl-sys",2,1
"mtcp",11,0
"mtl",2,1
"mtx-sys",1,0
"mtxdm-sys",1,0
"muc",2,0
"muff",3,0
"muiload-sys",1,0
"mujs",3,0
"muldiv",2,2
"multi-consumer-stream",8,1
"multi-input",5,0
"multi-logger",4,0
"multi-producer-sink",11,1
"multiaddr",5,0
"multiarray",1,0
"multibase",1,1
"multibloom",3,0
"multiboot2",1,1
"multicache",1,2
"multihash",4,1
"multiinput",5,0
"multimap",2,8
"multipart",19,23
"multipart-async",11,0
"multipart-nickel",3,0
"multiqueue",5,2
"multirust-rs",8,0
"multistr",7,1
"multitooth",1,0
"multiwii_serial_protocol",4,0
"mumble-link",4,0
"mung",4,0
"munkres",3,2
"murmur3",1,1
"murmurhash3",1,3
"murmurhash64",1,1
"mush",4,1
"musical_keyboard",2,0
"mussh",17,0
"must",4,0
"mustache",6,14
"mustache_view",2,0
"mut_static",1,3
"mutagen",1,1
"mutagen-plugin",1,0
"mutator",0,1
"mutiny",8,0
"mux",2,0
"muxrpc",15,2
"mvcc",4,0
"mvdb",5,2
"mvnc",3,0
"mws",10,0
"mxf",1,0
"mxo_env_logger",2,2
"mxruntime",3,0
"mxruntime-sys",1,1
"my_internet_ip",2,0
"my-password",2,1
"my-password-cli",4,0
"myo",1,0
"mysql",30,16
"mysql_async",25,0
"mysql_common",15,3
"mysql-proxy",6,0
"mysql-repo",1,0
"mysqlbinlog",7,0
"mysqlclient-sys",3,1
"n5",22,0
"na",6,0
"nahpack",1,0
"nail",6,0
"nailgun",2,0
"nakacli",14,0
"nakadion",18,0
"nalgebra",17,85
"nalgebra-lapack",12,0
"named_pipe",2,2
"named_type",1,1
"named_type_derive",3,1
"named-block",1,0
"namedarg",1,0
"namedarg_rustc_macro",1,1
"namedlock",3,0
"names",1,1
"nametable_codegen",5,0
"nanbox",2,0
"nannou",12,0
"nanny",1,0
"nanny-sys",1,1
"nano-vanity",11,0
"nanoid",1,0
"nanomsg",3,2
"nanomsg-sys",4,1
"nanopow-rs",7,0
"nanovg",3,1
"nanowasm",11,0
"napi",1,0
"napi-derive",2,0
"narcissus",1,0
"narnia",17,0
"nasm-rs",1,1
"nat_traversal",19,2
"native-tls",7,87
"native-windows-gui",7,0
"natnet-decode",6,0
"nats",8,0
"nats_client",6,0
"naughty-strings",1,0
"nautilus-extension",7,0
"nautilus-extension-sys",5,1
"nav-types",5,0
"navigation",1,0
"nazar",6,0
"nb",1,8
"nbez",4,0
"nbits_vec",3,0
"nbt",1,0
"nbted",5,0
"nc_rustlex",1,0
"nc_rustlex_codegen",5,1
"ncl",1,0
"ncollide",14,10
"ncollide_entities",5,4
"ncollide_geometry",9,3
"ncollide_math",7,8
"ncollide_pipeline",9,1
"ncollide_procedural",7,3
"ncollide_queries",6,3
"ncollide_testbed2d",8,1
"ncollide_testbed3d",8,1
"ncollide_transformation",12,2
"ncollide_utils",8,7
"ncrypt-sys",1,0
"ncurses",3,11
"ndarray",16,57
"ndarray-linalg",19,6
"ndarray-numtest",5,2
"ndarray-odeint",9,1
"ndarray-parallel",4,0
"ndarray-rand",2,9
"ndarray-rblas",3,0
"nddeapi-sys",1,0
"ndfapi-sys",1,0
"ndk-logger",1,0
"ndn",1,0
"ndproxystub-sys",1,0
"nearly_eq",5,1
"neat",1,0
"needletail",3,1
"neil",1,0
"neko",1,0
"neli",3,1
"nemo",2,0
"neo",13,0
"neon",7,1
"neon-runtime",3,1
"neon-serde",5,0
"neon-sys",2,1
"neovim",1,0
"neovim-lib",7,0
"nero",9,0
"nessus",13,0
"nested_qs",5,0
"nestools",5,0
"net-literals",2,2
"net-literals-impl",1,1
"net-parse",2,0
"net-utils",8,0
"net2",5,67
"netaddr",2,0
"netapi32-sys",2,1
"netbuf",1,10
"netcdf",2,0
"netcdf-sys",3,1
"netcode",8,0
"netdb",3,1
"netdevice",2,0
"netfilter_queue",4,0
"netfuse",4,0
"netherrack",8,0
"netinfo",5,1
"netinfo-ffi",2,0
"netio",3,0
"netlib-blas-provider",1,2
"netlib-provider",2,4
"netlib-src",2,6
"netlib-sys",1,0
"netlify_toml",3,0
"netlink",1,0
"netlink-rs",2,0
"netmap_sys",2,2
"netns",1,0
"netopt",2,2
"netrc",0,1
"netsh-sys",1,0
"netsim",23,0
"netsnmp-sys",1,0
"netstring",1,0
"nettest",3,0
"nettle-sys",2,0
"network-communicator",5,0
"network-manager",8,0
"neural_network",2,0
"neuroflow",7,0
"newbee",2,0
"newdev-sys",1,0
"newhope",3,1
"newrelic",1,0
"newton",2,0
"newtonmath",3,0
"newtype_derive",2,12
"nextaction-rs",12,0
"nextcloud_appinfo",1,0
"nextcloud_appsignature",4,0
"nextcloud_appstore",7,0
"nexus",2,0
"nexus-rs",5,0
"nfc",2,1
"nfc-oath",5,0
"nfc-sys",1,3
"nfd",2,1
"nfd-sys",3,1
"nflog",1,0
"nfqueue",2,0
"ngrams",4,0
"nibble",3,0
"nice",5,0
"nice_glfw",2,0
"nice-sys",4,0
"nicehash",5,0
"nickel",14,16
"nickel_cookies",7,1
"nickel_mustache",4,0
"nickel_postgres",6,0
"nickel_session",8,0
"nickel_sqlite",5,0
"nickel_view",2,0
"nickel-diesel",8,0
"nickel-jwt-session",11,0
"nifti",12,1
"nihdb",5,0
"nine",10,1
"nine-spec",3,0
"ninja-build",4,0
"ninput-sys",1,0
"nipponium",1,0
"nitro",13,0
"nitrocli",5,0
"nitrous",6,0
"nix",13,170
"nix-netconfig",2,0
"nix-ptsname_r-shim",1,0
"nl-dump",8,0
"nlp",2,0
"nlp-io",2,0
"nlp-tokenize",1,0
"nmea",8,0
"nn",4,1
"no",1,0
"nobility",1,0
"nobsign",4,0
"nock",2,1
"node_rub",8,0
"node-builtins",0,1
"node-resolve",2,0
"node2object",2,0
"nodes",8,0
"nodrop",2,18
"noir",9,0
"noise",4,10
"noise_search",8,0
"noise_search_deps_librocksdb-sys",4,1
"noise_search_deps_rocksdb",3,1
"noise-protocol",1,3
"noise-ring",3,0
"noise-rs-ffi",2,0
"noise-rust-crypto",5,0
"noise-sodiumoxide",4,0
"noises",1,0
"noisy_float",4,1
"nom",5,270
"nom_config",1,0
"nom_locate",2,1
"nom_lua",3,0
"nom_pem",1,0
"nom-bibtex",2,1
"nom-gzip",2,0
"nom-hpgl",5,0
"nom-lua",3,1
"nom-midi",1,0
"nom-obj",1,0
"nom-operator",2,0
"nom-reader",1,0
"nom-syslog",2,0
"nom-test-helpers",1,2
"nomi",3,0
"nonblock",3,0
"nonblocking_socket",1,0
"nons",2,0
"nonsmallnum",2,0
"noob",11,0
"noptim",1,0
"normaliz-sys",1,0
"norx",5,1
"norx-permutation",1,1
"not-stakkr",7,0
"notem",2,0
"notetxt",2,0
"notify",15,44
"notify_send",1,0
"notify-rust",7,14
"notmuch-sys",2,0
"noto_font",1,0
"novation_remote_25sl",2,0
"novault",23,0
"npacked",4,0
"npchk",6,0
"nphysics",1,0
"nphysics2d",7,1
"nphysics3d",7,1
"npm-readme-client",2,0
"npmrc",5,0
"npnc",3,0
"npy",4,0
"npy-derive",2,1
"nqueens",2,0
"nrf24l01",3,0
"nrf51",4,2
"nrf51-hal",6,1
"nrf52",4,1
"nrf52-hal",1,0
"nrf52dk-sys",3,0
"nrf52svd",3,0
"nrfind",1,0
"ns-dns-tokio",5,2
"ns-env-config",8,1
"ns-router",8,7
"ns-std-threaded",4,9
"nsenter",5,0
"nson",4,2
"nsq",6,0
"nsqueue",12,0
"nss",3,2
"nss-certdata-parser",2,1
"nss-hyper",4,0
"nss-sys",1,1
"nss-webpki",5,1
"nsutils",4,2
"nsvg",3,0
"nt-sys",1,0
"ntcore-sys",1,0
"ntdll-sys",1,0
"ntdsa-sys",1,0
"ntdsapi-sys",1,0
"ntdsatq-sys",1,0
"ntdsetup-sys",1,0
"ntfrsapi-sys",1,0
"ntlanman-sys",1,0
"ntmarta-sys",1,0
"ntp",6,0
"ntp-parser",2,0
"ntquery-sys",1,0
"ntree",2,0
"ntriple",1,0
"ntru",4,0
"ntrumls",3,0
"ntstc_libcmt-sys",1,0
"ntstc_msvcrt-sys",1,0
"ntvdm-sys",1,0
"nucleic-acid",4,0
"nue",3,1
"nue-codegen",6,1
"nue-io",3,3
"nue-macros",7,0
"nuform",8,0
"nuklear-backend-gdi",7,0
"nuklear-backend-gfx",6,0
"nuklear-backend-glium",3,0
"nuklear-rust",4,3
"nuklear-sys",2,1
"nul-terminated",2,0
"NULL",5,0
"null-terminated",4,5
"nullvec",2,1
"num",8,507
"num_cpus",4,182
"num-bigint",5,33
"num-complex",3,37
"num-derive",6,5
"num-digitize",1,1
"num-integer",1,24
"num-iter",2,8
"num-macros",1,1
"num-rational",5,11
"num-traits",1,245
"numbat",8,0
"number_easing",1,0
"number_or_string",4,1
"number_prefix",2,7
"number_traits",1,18
"numbers",4,0
"numer",2,1
"numerals",0,1
"numeric",8,0
"numeric-array",4,0
"numeric-loops",1,0
"numpy",5,1
"numrs",1,0
"nv-card",1,0
"nv-xml",1,0
"nvapi",5,1
"nvapi-hi",3,1
"nvapi-sys",5,1
"nvidia-video-codec-sys",1,0
"nvml",7,0
"nvml-sys",2,1
"nvml-wrapper",7,0
"nvoclock",11,0
"nvpair",3,0
"nx",1,0
"o2lsh",5,0
"oak",2,0
"oak_runtime",2,1
"oandars",7,0
"oath",8,3
"oath2",3,0
"oatmeal_raisin",4,0
"oauth-api",3,0
"oauth-client",10,2
"oauth-client-fix",7,2
"oauth1",6,0
"oauth2",7,2
"oauth2-lib",6,0
"oauthcli",11,2
"obj",1,5
"obj-exporter",2,0
"obj-rs",6,1
"objc",4,33
"objc_exception",2,1
"objc_id",1,10
"objc_test_utils",1,2
"objc-encode",1,0
"objc-foundation",4,12
"objc-foundation-derive",2,0
"object",5,9
"object-alloc-test",8,1
"objecthash",3,0
"objectid",10,1
"objsel-sys",1,0
"oblivc",4,0
"obozrenie-gtk",3,0
"obstack",2,0
"ocean",13,0
"ocf",7,0
"oci_rs",4,0
"oci-sys",1,0
"ockta",1,0
"ocl",19,8
"ocl-algebra",1,0
"ocl-core",9,4
"ocl-core-vector",1,1
"ocl-extras",2,1
"ocl-interop",7,0
"ocr_latin_vocabulary",2,0
"octasonic",2,0
"octavo",11,0
"octavo-crypto",5,2
"octavo-digest",6,2
"octavo-kdf",2,1
"octavo-mac",2,1
"octicons",2,0
"odbc",6,1
"odbc-safe",1,1
"odbc32-sys",1,1
"odbcbcp-sys",1,0
"odbccp32-sys",1,0
"odds",8,14
"ode",1,0
"oemlicense-sys",1,0
"off_blockway",6,0
"office",7,0
"offscreen_gl_context",18,0
"offwall",13,0
"oftb",10,0
"oftlisp",11,2
"oftlisp-anf",8,1
"ofuton",2,0
"ogg",6,4
"ogg_metadata",2,1
"ogg_vorbis_ref",3,1
"ogg-sys",3,6
"ogrep",5,0
"ohmers",5,0
"oic",7,0
"oil",11,0
"oil_parsers",5,1
"oil_shared",2,2
"oil-lang",2,0
"old-http",3,0
"ole32-sys",2,16
"oleacc-sys",1,0
"oleaut32-sys",2,2
"olecli32-sys",1,0
"oledb-sys",1,0
"oledlg-sys",1,0
"olepro32-sys",1,0
"olesvr32-sys",1,0
"omdb",7,0
"omgwtf8",1,0
"omn-sprites",6,0
"once",0,2
"oncemutex",1,2
"ondemandconnroutehelper-sys",1,0
"one-stack-vec",2,0
"onewire",2,0
"onig",4,3
"onig_sys",5,1
"onigmo",2,0
"onigmo-sys",1,1
"oniguruma",2,0
"onionsalt",5,0
"onitama",4,0
"onnx",2,0
"onyx",4,0
"oozie",3,0
"oozz",5,0
"opaque_typedef_macros",5,0
"opc",6,0
"opcua-certificate-creator",4,0
"opcua-client",9,1
"opcua-core",11,3
"opcua-server",11,0
"opcua-types",10,4
"opemssh",4,0
"open",0,24
"open_ai",1,0
"open_read_later",6,0
"open-vcdiff-sys",2,1
"open189",11,0
"openai",8,1
"openaip",2,0
"openal",3,0
"openal-rs",1,2
"openal-sys",1,1
"openalgebra",1,0
"openalias",6,0
"openapi",5,0
"openaq-client",6,0
"openat",2,2
"openblas_ffi",3,1
"openblas-blas-provider",1,2
"openblas-provider",1,5
"openblas-src",1,11
"opencc",1,0
"opencorpora",7,0
"opencv",4,1
"openexchangerates",9,0
"openexr",3,0
"openexr-sys",3,1
"opengl32-sys",2,3
"opengles",2,0
"opengles_graphics",11,1
"opengraph",7,0
"openh264-sys",9,0
"openhmd-rs",1,0
"openhmd-rs-sys",1,1
"openjpeg2-sys",3,1
"openldap",1,0
"openmp-sys",1,1
"openmpt",2,0
"openpgp",9,0
"openshmem-reference-sys",1,0
"opensimplex",2,0
"opensles-sys",1,0
"opensource",7,0
"openssh-keys",6,0
"openssl",16,162
"openssl-src",1,0
"openssl-sys",9,25
"openssl-sys-extras",3,2
"openssl-verify",1,5
"openssl2-sys",1,0
"openstack",16,0
"opentimestamps",3,0
"opentracing",1,0
"opentracingrust",2,1
"opentracingrust_zipkin",11,0
"opentype",5,1
"openvpn-parser",2,0
"openvpn-plugin",3,0
"openvr",3,0
"openvr_sys",1,1
"openzwave",3,0
"openzwave-sys",2,1
"ophir",7,0
"oping",2,0
"oplog",3,0
"oppgave",3,0
"oprec",2,0
"optimization",5,1
"option_set",4,0
"option-constructor-derive",2,0
"optional",4,1
"optional_struct",2,0
"options",0,2
"optra",7,0
"opus",3,2
"opus_tools",9,0
"opus-parse",7,0
"opus-sys",2,3
"opusfile-rs",3,0
"opusfile-sys",4,1
"oqs",4,0
"oqs-sys",2,1
"oracle",5,0
"orbclient",3,9
"orbclient_window_shortcuts",4,0
"orbfont",2,2
"orbimage",5,2
"orbterm",7,0
"orbtk",7,2
"orbtk-simple-modal",2,0
"orbutils",2,0
"orc",1,0
"orca",17,0
"order-stat",3,4
"ordered_iter",3,6
"ordered_zip",1,0
"ordered-float",7,35
"ordermap",7,27
"ordinal",1,0
"ordsearch",2,0
"ordslice",1,0
"oreutils",1,0
"orf",7,0
"organelle",13,1
"orion",2,0
"orm",7,0
"orset",5,1
"os_bootinfo",2,2
"os_info",4,1
"os_pipe",5,3
"os_type",1,6
"osascript",3,0
"osc_address",2,1
"osc_address_derive",6,0
"oscillator",1,0
"oscpad",6,0
"osm_pbf_iter",4,0
"osm-proto-rs",4,0
"osm-xml",2,0
"osm4routing",3,1
"osmesa-sys",4,4
"osmium",1,0
"osmpbf",8,0
"osmpbfreader",16,1
"osprey",4,0
"osptk-sys",1,0
"osqp",2,0
"osqp-sys",1,1
"ostdl",4,0
"ostn02_phf",4,1
"osu",3,0
"osvr",3,0
"osvr-sys",2,1
"otp",2,0
"otpauth",5,0
"ots",3,0
"out123-sys",3,1
"outoforderfs",4,0
"output",3,1
"oven",3,3
"over",6,0
"overbot",14,0
"overdose",3,0
"overflower",1,0
"overflower_support",1,1
"overrideGetterSetter",3,0
"ovgu-canteen",12,0
"ovpnfile",4,0
"ovr-mobile-sys",1,1
"ovr-sys",4,0
"owapi",4,0
"owl",4,0
"owned-fd",2,0
"owners",2,0
"owning_ref",1,19
"owo",1,0
"ox",5,0
"oxcable",5,1
"oxcable-basic-devices",2,0
"oxen",3,0
"oxerun",3,0
"oxidation_app",1,0
"oxide-auth",16,0
"oxidize",1,0
"oxipng",18,0
"oyashio",1,0
"ozelot",12,0
"ozone",2,0
"p2p",13,0
"p2p-sys",1,0
"p2pgraph-sys",1,0
"pabst",6,0
"packagemerge",1,0
"packed",0,2
"packed_struct",2,2
"packed_struct_codegen",3,1
"packet",4,0
"packet-stream",18,1
"packet-stream-codec",10,1
"pact_consumer",20,1
"pact_matching",21,6
"pact_mock_server",15,2
"pact_mock_server_cli",19,0
"pact_verifier",17,1
"pact_verifier_cli",15,0
"pact-stub-server",14,0
"pacthash",5,0
"pad",1,16
"page_size",4,2
"pagecache",16,2
"pager",2,3
"pagerduty",4,0
"pagersduty",5,1
"pagersduty",5,1
"paillier",7,0
"paint",4,0
"pair_stack",9,0
"pairing",3,3
"pairing-heap",1,0
"palarust",5,0
"palette",12,10
"palette-rs",1,0
"palmdb",5,0
"pam_groupmap",6,0
"pam-auth",4,0
"pam-sys",3,2
"pamsm",2,0
"pancakes",2,0
"pancurses",6,8
"pandoc",1,0
"pandoc_ast",6,0
"pandoc_types",3,0
"pandora",7,0
"pango",6,9
"pango-sys",5,11
"pangocairo",12,1
"pangocairo-sys",6,1
"pangu",2,0
"panic_at_the_disco",1,0
"panic_search",2,0
"panic-context",2,0
"panini",4,3
"panini_codegen",9,4
"panini_macros",11,1
"panini_macros_snapshot",10,1
"panoradix",1,0
"panty",13,0
"par-map",4,1
"parallel",9,0
"parallel-event-emitter",5,0
"parallel-gnuplot",7,0
"params",12,10
"parapet",12,0
"parasail-sys",2,1
"parasailors",3,1
"parcel",8,0
"parenchyma",5,0
"parity-dapps-glue",9,0
"parity-hash",2,4
"parity-wasm",4,11
"parity-wordlist",3,0
"park-miller-carta-prng",3,0
"parking_lot",9,68
"parking_lot_core",8,5
"parking_lot_mpsc",1,0
"parrot",4,0
"parry",3,0
"parse_duration",3,0
"parse_qapi",3,1
"parse_torrent",10,0
"parse_xml",1,0
"parse-generics-poc",1,3
"parse-generics-shim",2,8
"parse-hosts",2,1
"parse-macros",6,1
"parse-zoneinfo",1,1
"parsec",4,0
"parsell",1,0
"parser-c",8,0
"parser-c-macro",3,1
"parser-haskell",5,1
"parsimonious",1,0
"parsip",1,0
"parsswd",1,1
"partial",0,1
"partial-io",5,9
"partition",3,0
"partners",5,0
"pascal_string",1,0
"paseto",11,0
"pass",1,0
"passablewords",2,0
"passgen",2,0
"passwd",1,0
"password-store",1,1
"passwors",5,0
"pasta",14,0
"pastebin",22,0
"pastebin_rust_api",2,0
"pasty",7,0
"patch",2,0
"patchwiz-sys",1,0
"path",6,1
"path_abs",9,1
"path-glob",1,0
"path-router",1,0
"pathcch-sys",1,0
"pathfinding",9,1
"patience-diff",1,0
"patricia_tree",4,0
"patricia-trie",11,0
"patrol",1,1
"patron",6,0
"paxos",1,0
"pazi",11,0
"pb",3,0
"pb-rs",3,0
"pbcodec",3,0
"pbf-reader",3,0
"pbkdf2",7,3
"pbp",8,0
"pbr",5,27
"pbuf",2,0
"pca9685",2,0
"pcan-basic-bindings",1,0
"pcan-basic-sys",1,0
"pcap",6,8
"pcap-file",2,0
"pcap-rs",1,0
"pcapng",1,0
"pcast",1,0
"pcb",4,1
"pcb-c",3,0
"pcb-core",3,2
"pcb-llvm",3,1
"pcd8544",1,0
"pcell",8,0
"pcf8591",1,0
"pcg_rand",3,1
"pcm-flow",2,1
"pcp",8,0
"pcre",5,0
"pcsc",2,0
"pcsc-sys",1,2
"pcsclite-sys",2,0
"pcx",3,1
"pdatastructs",2,0
"pdb",4,1
"pdctl",3,0
"pdcurses-sys",3,1
"pdf",16,2
"pdf_derive",2,1
"pdf-canvas",2,0
"pdf-extract",8,0
"pdfpdf",3,0
"pdfutil",2,0
"pdh-sys",1,1
"pdqsort",1,3
"pe",3,2
"peakbag",2,1
"pear",0,1
"pear_codegen",2,1
"pebble",6,0
"peel",6,1
"peel-ip",6,0
"peerdist-sys",1,0
"peg",1,24
"peg-syntax-ext",1,1
"pegasus",5,0
"pelite",4,1
"pem",5,7
"pem-iterator",2,0
"pem-parser",4,2
"pemmican",6,0
"pen",8,0
"pencil",10,0
"pendulum",4,0
"pennereq",1,1
"penny",7,1
"pentry",3,0
"percent-encoding",2,18
"perf",3,0
"perf-focus",4,0
"perfcnt",6,0
"perlin",3,0
"permission",0,3
"permutate",0,2
"permutation",0,1
"peroxide-cryptsetup",18,0
"persistent",2,18
"persistent_array",4,1
"persistent_hashmap",5,0
"persistent_rope",3,0
"persistent-time",5,0
"persistentcache",8,0
"persy",6,0
"peruse",1,0
"pest",1,18
"pest_derive",3,11
"pest_grammars",2,1
"petgraph",9,45
"petname",2,0
"petri",8,0
"petrovich",1,0
"pf_sandbox",24,0
"pf_tas",9,0
"pfctl",11,0
"pg_async",14,0
"pgen",2,0
"pgetopts",2,3
"pgn-lexer",5,0
"pgn-reader",8,0
"pgp",6,0
"pgrustxn",1,0
"pgrustxn-sys",1,0
"pgs-files",1,1
"pgsql_builder",3,0
"pgtypes",2,0
"phant",4,0
"phantom",0,2
"phf",4,60
"phf_builder",2,0
"phf_codegen",3,37
"phf_generator",2,6
"phf_mac",2,4
"phf_macros",7,23
"phf_mut",1,0
"phf_shared",3,9
"phi-accrual",2,0
"phile",9,1
"philec",2,0
"philips_hue_client",8,0
"philipshue",10,1
"phloem",2,2
"phoenix-rs",7,0
"phone_number",1,0
"phonenumber",13,1
"phoronix-reader",5,0
"photoacquireuid-sys",1,0
"php-rs",1,0
"physics",2,0
"physics2d",2,0
"piano-rs",2,0
"pic8259_simple",1,0
"pick-one",1,1
"pico",2,0
"pico-sys",2,2
"picoquic",9,0
"picoquic-sys",3,1
"picotcp-sys",1,0
"picto",14,1
"pide-rs",8,0
"pidfile",1,0
"pihash",11,0
"pihex",1,0
"pijul",45,0
"pikkr",2,0
"pinboard",2,0
"pinyin",3,0
"pinyin_zhuyin",2,0
"pinyin-order",3,0
"pipe",1,0
"pipe-channel",2,0
"pipefile",2,0
"pipeline",0,2
"pipeline-rs",1,0
"pipelines",8,0
"pipes",1,1
"pippin",12,0
"pirate",0,1
"pircolate",1,1
"piske",9,0
"piston",5,33
"piston_meta",2,7
"piston_meta_search",2,1
"piston_mix_economy",3,0
"piston_window",9,38
"piston_window_game",4,0
"piston-ai_behavior",6,2
"piston-button_controller",4,0
"piston-button_tracker",1,0
"piston-dyon_interactive",13,0
"piston-gfx_texture",4,4
"piston-music",5,1
"piston-opengex",11,0
"piston-rect",1,0
"piston-shaders",1,0
"piston-split_controller",6,0
"piston-timer_controller",1,2
"piston-viewport",1,5
"piston2d-drag_controller",2,1
"piston2d-gfx_graphics",13,4
"piston2d-glium_graphics",12,3
"piston2d-graphics",11,26
"piston2d-graphics_tree",8,0
"piston2d-opengl_graphics",14,13
"piston2d-scroll_controller",5,0
"piston2d-shapes",1,0
"piston2d-sprite",8,1
"piston2d-touch_visualizer",5,0
"piston3d-cam",5,3
"piston3d-construct",1,0
"piston3d-gfx_voxel",4,2
"pistoncore-event",4,7
"pistoncore-event_loop",7,5
"pistoncore-glfw_window",7,0
"pistoncore-glutin_window",5,14
"pistoncore-input",7,26
"pistoncore-sdl2_window",9,21
"pistoncore-window",6,14
"pistoncore-winit_window",5,0
"pit",1,0
"pitch_calc",5,6
"pitot",12,0
"pixiv",5,0
"pixset",1,1
"pixset_derive",2,2
"pkcs11",3,0
"pkcs7",0,1
"pkg-config",1,265
"pktparse",4,2
"plague",1,0
"plaid",4,0
"plain",0,1
"plain_hasher",1,1
"plaintalk",1,0
"plane-split",4,0
"planetkit",32,0
"platter-walk",4,2
"play",4,0
"playpen",5,0
"please-clap",1,0
"pleco",15,1
"pleco_engine",10,0
"pledge",1,1
"pleingres",12,0
"pleingres-sql-plugin",1,0
"plex",3,0
"plexus",15,0
"plist",11,8
"plist-rs",7,0
"plist-sys",2,0
"plot",2,0
"plotlib",1,1
"pls",1,0
"plugger",2,0
"plugger-core",2,3
"plugger-macros",2,2
"plugger-ruby",4,2
"plugin",3,19
"plugin-test-main",2,0
"plugin-test-plugins",1,1
"plugkit",3,0
"plumber",4,1
"plutchik",1,0
"pluto",9,0
"plutus",6,0
"ply",1,0
